order_id,customer_id,order_date,status,payment_method,shipping_address,shipping_city,shipping_state,shipping_zip,shipping_country,total_amount
800,821,2024-06-14,Completed,Debit,55091 Martin Corner,North Ginabury,NC,45573,USA,10415.18
801,771,2024-12-10,Completed,Credit Card,608 Sara Rue Suite 554,Darinmouth,DE,54731,USA,1904.86
802,605,2024-10-15,Completed,Credit Card,609 Russell Lodge,Port Michelletown,ID,42125,USA,15423.73
803,137,2024-09-09,Processing,Debit,26051 Schneider Ferry,New Gabriel,MP,30874,USA,13129.289999999999
804,201,2023-10-15,Completed,PayPal,041 Bryan Club Suite 926,Lake Larry,GA,88826,USA,2435.62
805,218,2024-12-12,Completed,Credit Card,38703 White Spring Suite 013,Port Angel,AR,62216,USA,4242.86
806,653,2024-11-19,Completed,PayPal,649 Sanchez Creek,Williamtown,MI,88093,USA,3792.98
807,137,2024-05-11,Cancelled,Credit Card,26051 Schneider Ferry,New Gabriel,MP,30874,USA,4605.74
808,350,2024-09-11,Completed,Credit Card,9411 Tracy Canyon Apt. 962,East Cynthia,ND,88253,USA,4981.110000000001
809,101,2024-09-05,Completed,Debit,5105 Connie Square,Austinfurt,ME,06845,USA,1171.14
810,713,2024-09-20,Cancelled,PayPal,6906 Joel Harbor Suite 653,Boydville,WY,96873,USA,18939.52
811,90,2024-02-02,Completed,Credit Card,6265 Salazar Villages Apt. 513,Port Angelaville,PR,11457,USA,3519.2700000000004
812,124,2024-12-02,Completed,Credit Card,823 Johnston Trace Apt. 772,Port Jay,CT,28555,USA,15337.9
813,131,2024-12-04,Completed,PayPal,2893 Christian Vista Apt. 538,Michaelside,GA,53193,USA,3538.88
814,49,2024-09-07,Completed,Credit Card,620 Linda Courts Apt. 607,New Samanthamouth,TN,70284,USA,6890.72
815,665,2024-10-26,Completed,Debit,61212 Steve Walk Suite 216,Port Thomasshire,WI,50896,USA,1404.76
816,357,2023-12-09,Completed,PayPal,9045 Jones Tunnel,South Levi,AR,85710,USA,751.9
817,23,2023-09-20,Completed,Credit Card,8235 Walker Station,New Eric,KS,86511,USA,5434.16
818,974,2024-06-24,Cancelled,Credit Card,191 Gordon Stream Suite 219,Lake Nathanview,KS,85017,USA,3362.66
819,216,2024-11-04,Completed,Debit,9790 Campbell Freeway,Garciaview,RI,56789,USA,5148.52
820,72,2024-10-21,Completed,Credit Card,3466 Stacy Extensions Apt. 953,Lake William,PR,18807,USA,2829.69
821,845,2024-01-08,Completed,Debit,92266 Hernandez Estates,Jasontown,NM,78235,USA,8094.09
822,604,2024-10-24,Cancelled,Credit Card,86809 Barbara Garden Apt. 531,Terryland,NM,40967,USA,1692.7700000000002
823,513,2024-11-02,Completed,Credit Card,2111 Melody Cape,Kirbymouth,ME,41761,USA,9049.62
824,222,2023-12-03,Completed,PayPal,9131 Mack Parkway Suite 133,Marcusmouth,AS,07242,USA,17978.19
825,708,2024-08-14,Completed,Credit Card,4509 Randall Bridge,Michelleville,KS,45225,USA,12981.66
826,921,2024-09-01,Completed,Credit Card,1331 Stephanie Alley,West Elizabeth,MO,68186,USA,507.18
827,667,2024-06-17,Completed,Credit Card,0713 Perez Greens Suite 535,Taylorfurt,FM,42696,USA,121.86
828,15,2024-11-22,Returned,Credit Card,6500 Daniels Coves,North Brandi,MA,02767,USA,4094.82
829,46,2024-06-03,Completed,Credit Card,77321 Petersen Circle Apt. 061,North Eric,CT,69293,USA,8422.130000000001
830,654,2024-11-26,Cancelled,Credit Card,41389 Kathryn Forge Apt. 466,East Connieborough,MT,56814,USA,981.18
831,794,2024-11-15,Returned,PayPal,4000 Mcmahon Meadow Suite 899,Port Lisa,VA,31714,USA,810.01
832,259,2024-11-01,Completed,Credit Card,540 Gina Fort Suite 137,Port Sarahland,NE,04674,USA,2402.5
833,569,2024-03-12,Cancelled,Credit Card,8002 Jeffery Field Apt. 749,Lake Jenniferville,PA,35061,USA,1811.92
834,262,2024-10-03,Completed,Debit,1360 George Isle,Scottmouth,MH,96479,USA,867.07
835,527,2024-07-17,Completed,Credit Card,109 Martin Lane,Davilafort,MO,04939,USA,2776.38
836,368,2024-02-07,Completed,Credit Card,814 William Underpass,New Joyport,PW,65692,USA,12260.93
837,838,2024-07-07,Processing,Credit Card,860 Ferrell Roads Suite 439,Michaelfurt,NV,74099,USA,2159.54
838,178,2023-06-06,Returned,Credit Card,775 Arthur Ways,Kellyburgh,HI,26923,USA,77.13
839,824,2024-04-15,Completed,PayPal,635 Young Bypass,Allisonview,NH,47533,USA,6342.25
840,124,2024-09-23,Returned,PayPal,823 Johnston Trace Apt. 772,Port Jay,CT,28555,USA,606.98
841,950,2024-08-31,Completed,Credit Card,54872 Kevin Courts Apt. 365,Cardenasfort,RI,84359,USA,6762.89
842,688,2024-08-18,Completed,Debit,91462 Cynthia Passage,South Randallbury,DC,07973,USA,6701.24
843,72,2024-04-18,Completed,Debit,61855 Jason Fork,East Derrickport,SC,05424,USA,887.98
844,397,2024-07-25,Completed,PayPal,9906 Nguyen Lock Apt. 646,Derekview,DE,61371,USA,4176.41
845,278,2024-09-11,Completed,Credit Card,565 Jimmy Spur Suite 205,Lake Cesar,SD,36766,USA,12164.42
846,666,2024-04-19,Completed,Credit Card,118 Luna Parks Suite 702,Jenniferbury,PA,96360,USA,3713.56
847,693,2024-07-22,Processing,Credit Card,2767 Sanchez Drive Apt. 011,West Angelastad,LA,01543,USA,3170.3
848,955,2023-12-09,Completed,Credit Card,6270 Scott Cove Apt. 417,Saraview,KY,08484,USA,5292.79
849,916,2024-11-19,Completed,Credit Card,0659 Darren Estate,Stevenbury,AK,20302,USA,12053.46
850,60,2023-12-19,Processing,Credit Card,12171 Salazar Flat Suite 851,Timothyfurt,GU,10868,USA,9790.9
851,160,2023-08-06,Completed,Credit Card,03942 Gutierrez Gateway Apt. 017,South Lauramouth,AK,58040,USA,3951.2799999999997
852,598,2024-12-15,Returned,PayPal,426 Kevin Causeway,West Adam,AR,91424,USA,10387.66
853,647,2024-08-04,Returned,Credit Card,3118 Shah Flat,Turnerland,GA,31693,USA,12200.17
854,933,2024-08-27,Completed,Debit,315 Hill Rue,Samanthamouth,OR,62493,USA,6111.67
855,93,2024-05-20,Cancelled,PayPal,9131 Johnson Manor Apt. 841,North Douglas,ND,43801,USA,464.72999999999996
856,613,2023-07-04,Completed,PayPal,03955 Bradley Cliff,Ramirezmouth,MS,81039,USA,2080.08
857,201,2024-08-12,Completed,Credit Card,041 Bryan Club Suite 926,Lake Larry,GA,88826,USA,10040.18
858,39,2024-08-12,Completed,Credit Card,211 Cheryl Row Apt. 217,Jaclynmouth,TX,11505,USA,682.64
859,155,2024-11-19,Completed,PayPal,08437 Debra Place,North Paulatown,DE,24354,USA,6360.5
860,391,2024-09-08,Completed,PayPal,4723 Campbell Villages Suite 689,Huntside,PA,67162,USA,8211.35
861,855,2023-12-11,Completed,Credit Card,3988 James Trail Suite 926,Port Kristina,MN,98053,USA,4626.44
862,467,2024-05-07,Completed,Credit Card,9526 Myers Tunnel Suite 131,Rachelshire,SD,16272,USA,4955.7
863,752,2024-06-20,Cancelled,PayPal,2607 Graves Lake,South Christopher,MI,86619,USA,2851.39
864,866,2024-12-05,Completed,Credit Card,887 White Road Suite 656,Michelleview,RI,13448,USA,3798.89
865,874,2024-07-24,Completed,Credit Card,54324 Charles Trail Apt. 668,Sheriton,FL,40548,USA,4611.08
866,854,2024-07-23,Processing,PayPal,067 Luna Square Apt. 901,Luceroland,MP,66896,USA,686.37
867,613,2023-07-12,Completed,Debit,03955 Bradley Cliff,Ramirezmouth,MS,81039,USA,5395.63
868,265,2024-12-19,Completed,Credit Card,6217 Jeffrey Spur,East Elizabeth,GU,72398,USA,5153.84
869,178,2023-04-16,Processing,Debit,705 Jacob Lake,Crystalborough,CA,89559,USA,5784.799999999999
870,526,2023-07-10,Completed,Debit,24319 William Cape,New Gordon,MI,94669,USA,1097.97
871,708,2024-12-17,Completed,Credit Card,4509 Randall Bridge,Michelleville,KS,45225,USA,14187.310000000001
872,351,2024-06-23,Completed,Credit Card,326 Hopkins Square,Sullivanhaven,GA,99892,USA,649.87
873,778,2024-12-23,Completed,PayPal,283 Erika Wall Suite 482,Nicoleshire,SC,17290,USA,13698.62
874,217,2023-10-05,Completed,Credit Card,943 Kristy Forge,Ericafurt,GA,35627,USA,3758.2400000000002
875,156,2024-09-29,Processing,Credit Card,162 Samantha Viaduct Suite 851,East Amandaberg,NH,58329,USA,1125.12
876,582,2024-11-30,Completed,Credit Card,682 Jackson Mountain,Bethport,LA,52692,USA,14153.93
877,100,2024-05-22,Completed,Credit Card,1064 Perez Causeway,South Paul,VT,93949,USA,2231.6800000000003
878,97,2023-08-18,Completed,Credit Card,25396 John Points,Obrienburgh,DC,83439,USA,3605.01
879,334,2023-07-19,Completed,Credit Card,39247 Margaret Forest,Tammyside,VA,06329,USA,16374.27
880,368,2024-03-13,Completed,Credit Card,814 William Underpass,New Joyport,PW,65692,USA,243.84
881,324,2024-12-11,Completed,PayPal,18399 Alexandra Run,New Darlene,MD,02948,USA,4192.49
882,16,2023-08-11,Completed,Credit Card,6518 Arnold Hollow Apt. 059,West Christopherburgh,LA,51406,USA,2648.7599999999998
883,536,2024-05-07,Completed,Credit Card,03422 Brian Walk,Nicolechester,KY,21413,USA,2573.79
884,4,2024-08-21,Completed,Credit Card,485 Lisa Cliffs,Figueroastad,FM,12786,USA,813.36
885,665,2024-11-25,Completed,Credit Card,61212 Steve Walk Suite 216,Port Thomasshire,WI,50896,USA,506.5
886,310,2024-11-24,Completed,PayPal,13210 Richardson Land Suite 605,Port Terri,OR,43289,USA,2290.44
887,137,2024-12-05,Completed,Credit Card,26051 Schneider Ferry,New Gabriel,MP,30874,USA,3401.7
888,265,2024-11-20,Completed,Credit Card,6217 Jeffrey Spur,East Elizabeth,GU,72398,USA,7820.35
889,842,2024-12-05,Completed,Credit Card,4818 Irwin Lakes,Jamesview,ND,97359,USA,1434.48
890,86,2024-06-26,Completed,Credit Card,579 Rose Passage Suite 015,East Traceychester,CA,42519,USA,3605.7799999999997
891,770,2023-11-17,Completed,Credit Card,3345 Lopez Islands,Kevinfurt,AZ,13784,USA,10505.03
892,186,2024-10-23,Completed,Debit,9868 Humphrey Spur,Vasquezmouth,MN,12352,USA,11938.17
893,934,2024-12-30,Completed,Credit Card,96131 Garner Greens,Christianside,MA,19240,USA,5785.94
894,663,2024-05-20,Completed,Credit Card,7385 Sanchez Point Suite 654,Monicabury,NH,82553,USA,1695.96
895,750,2024-11-25,Completed,PayPal,08394 Williams Courts,Perryport,OR,71875,USA,2254.0600000000004
896,454,2024-05-07,Returned,Credit Card,257 Hess Squares Suite 507,East Lee,NC,05633,USA,2836.74
897,205,2024-09-06,Completed,PayPal,34922 Pamela Ports Apt. 145,South Jamiechester,SD,67064,USA,154.23000000000002
898,50,2024-08-28,Completed,Credit Card,934 Brewer Camp,Leroyview,GU,46335,USA,1294.87
899,194,2024-06-04,Completed,Credit Card,7517 Johnson Ridges,East Craig,FM,70803,USA,6635.129999999999
900,798,2023-10-09,Returned,Debit,1379 Martin Parkways,Cliffordborough,UT,61579,USA,13873.439999999999
901,3,2024-11-03,Completed,Credit Card,641 Karen Mountain,Mooreton,HI,07318,USA,6946.48
902,582,2024-08-08,Completed,Credit Card,682 Jackson Mountain,Bethport,LA,52692,USA,6173.5
903,256,2023-06-15,Completed,Credit Card,66747 Coleman Manor Apt. 373,Alvarezville,FM,61681,USA,344.37
904,574,2024-09-21,Completed,Debit,65833 Paula Lodge,Annfurt,WA,10094,USA,1468.62
905,20,2024-10-16,Completed,Credit Card,6529 Dana Fields Apt. 458,New Teresaberg,WA,59691,USA,1919.23
906,467,2024-11-14,Completed,Credit Card,9526 Myers Tunnel Suite 131,Rachelshire,SD,16272,USA,41.54
907,397,2024-11-26,Completed,Credit Card,9906 Nguyen Lock Apt. 646,Derekview,DE,61371,USA,10230.77
908,731,2023-09-26,Processing,PayPal,754 Brenda Shore,Hernandezside,PW,67586,USA,3124.43
909,613,2024-04-28,Completed,PayPal,03955 Bradley Cliff,Ramirezmouth,MS,81039,USA,7330.29
910,148,2023-10-25,Completed,PayPal,7964 Williams Estate Apt. 709,Port Morgan,WI,13319,USA,2689.3199999999997
911,802,2024-10-01,Completed,PayPal,96480 Terri Islands,South Amanda,AK,85495,USA,2205.82
912,594,2024-05-21,Completed,Credit Card,27382 Natalie Hollow Suite 500,Port Alyssashire,TX,65794,USA,5014.32
913,118,2024-11-08,Completed,Credit Card,8886 Lowe Highway,Nicoleberg,WI,35707,USA,2365.8
914,560,2024-07-18,Completed,Debit,771 Singh Vista,Staceyhaven,MH,59100,USA,1424.56
915,467,2024-07-17,Completed,Credit Card,9526 Myers Tunnel Suite 131,Rachelshire,SD,16272,USA,993.0999999999999
916,738,2024-11-19,Processing,Credit Card,58189 Maria Village,Scottfurt,MT,54170,USA,5209.16
917,778,2024-10-09,Completed,Credit Card,283 Erika Wall Suite 482,Nicoleshire,SC,17290,USA,1070.44
918,910,2024-03-25,Completed,PayPal,10186 Cynthia Lodge,West Donnaville,LA,44549,USA,12506.78
919,116,2024-11-26,Completed,Credit Card,06049 Spencer Parkways Apt. 780,Port Richard,WV,59162,USA,9666.28
920,841,2023-11-06,Processing,Debit,38989 Espinoza Orchard,New Diane,TX,95026,USA,5281.96
921,185,2024-10-09,Completed,Credit Card,570 Smith Center Suite 032,Joshuaburgh,MP,05384,USA,619.12
922,268,2024-06-13,Completed,Debit,79427 Jennifer Branch,Woodmouth,WY,44151,USA,7634.5
923,422,2024-07-09,Completed,Credit Card,7670 Tate Ville Suite 352,West Craig,RI,14922,USA,1641.52
924,177,2023-05-23,Completed,Credit Card,8329 Peter Greens Suite 617,West Joeshire,VA,12774,USA,3951.7999999999997
925,172,2024-10-11,Completed,PayPal,10751 Moore Ville,Jimenezview,OH,91672,USA,1257.28
926,363,2024-05-31,Completed,Credit Card,6656 Ruiz Cliffs,Bakerland,MN,47589,USA,7048.76
927,868,2024-09-11,Completed,Debit,32396 Brown Lock,Patriciaview,CT,92529,USA,8895.529999999999
928,955,2024-01-13,Completed,Credit Card,375 Nelson Key,West Michael,TN,32436,USA,4796.5599999999995
929,383,2023-07-07,Processing,Credit Card,790 Kenneth Pike Apt. 844,South Brianport,MI,77520,USA,1505.5900000000001
930,110,2024-11-07,Completed,Credit Card,259 White Grove Apt. 368,North Christopherview,GA,62237,USA,953.62
931,383,2024-12-17,Completed,Credit Card,790 Kenneth Pike Apt. 844,South Brianport,MI,77520,USA,15653.98
932,765,2024-09-11,Completed,Debit,419 Daniel Brook,Russellburgh,AS,11278,USA,306.54
933,470,2024-04-30,Completed,Credit Card,04014 Gates Turnpike,Jessicaside,WI,77740,USA,4203.22
934,919,2024-02-08,Completed,PayPal,222 Laura Rue,New Melissa,NY,42302,USA,16173.7
935,744,2023-05-15,Completed,PayPal,071 Michelle Ways,Cookburgh,UT,27017,USA,1709.3
936,684,2024-12-21,Completed,Credit Card,41313 Bowman Islands Suite 505,West Kaitlyn,NC,81181,USA,9217.5
937,842,2024-08-02,Completed,Credit Card,4382 Ronald Park Apt. 650,Turnerton,NV,70269,USA,5686.23
938,60,2024-12-31,Completed,Credit Card,12171 Salazar Flat Suite 851,Timothyfurt,GU,10868,USA,10080.83
939,480,2024-05-06,Processing,Credit Card,147 Malik Brooks,Jonathanton,MP,54230,USA,2403.58
940,333,2024-12-20,Completed,PayPal,606 Miles Ville Suite 720,Port Jill,MD,98021,USA,1536.74
941,295,2024-09-11,Completed,Debit,85790 Garza Loop Apt. 908,Phelpsborough,NM,23346,USA,137.56
942,877,2024-04-05,Completed,PayPal,100 Jason Loaf Apt. 691,Mariahview,NH,29819,USA,706.24
943,797,2024-12-10,Completed,Credit Card,110 Nicole Park Apt. 667,Lake Ray,PR,54324,USA,5065.65
944,808,2024-06-01,Completed,PayPal,5573 Patel Rapids Suite 095,Peterborough,NC,23084,USA,385.67
945,626,2023-05-20,Completed,Debit,9873 Jacob Cliffs,North Ryan,CO,22528,USA,3145.46
946,616,2024-10-11,Completed,PayPal,9881 Dylan Port Suite 916,Nancystad,VA,08660,USA,9021.18
947,463,2024-09-25,Completed,Credit Card,29461 Angela Forks Apt. 370,West Crystalstad,NH,46302,USA,787.87
948,685,2024-07-30,Cancelled,Credit Card,8057 Stephanie Rapid Apt. 741,New Theresafort,PW,54370,USA,3488.55
949,329,2024-07-26,Completed,Credit Card,43395 Jesse Vista Suite 281,South Johntown,CT,64450,USA,3963.75
950,199,2024-11-19,Completed,Credit Card,256 Cook Vista,South Marcus,NM,55349,USA,5501.7699999999995
951,677,2024-11-14,Cancelled,Credit Card,26955 Jeffrey Summit,Paulfurt,KY,88351,USA,1771.83
952,456,2024-12-12,Completed,PayPal,2996 Thompson Road Apt. 504,Martinmouth,VT,80771,USA,14919.63
953,130,2024-12-10,Cancelled,Credit Card,67770 Andrea Club,Thomasburgh,FL,22641,USA,2473.12
954,722,2024-12-20,Completed,Credit Card,91877 Holmes Locks Suite 041,Ronaldshire,ID,12460,USA,2269.82
955,365,2024-12-25,Completed,Debit,01705 Teresa Club,Matthewhaven,IN,21799,USA,2136.45
956,613,2023-09-25,Completed,PayPal,58152 Mccoy Grove Apt. 724,North Williamberg,OH,12227,USA,1892.04
957,148,2024-10-16,Completed,Credit Card,7964 Williams Estate Apt. 709,Port Morgan,WI,13319,USA,611.34
958,459,2024-12-08,Completed,Credit Card,85675 Brenda Spring,Michaelborough,OH,39406,USA,462.46
959,787,2024-04-10,Completed,Credit Card,6278 Michael Court Apt. 325,Crossbury,VA,19265,USA,4848.02
960,676,2024-10-12,Completed,Credit Card,152 Gerald Greens,West Raymondmouth,HI,70294,USA,1727.71
961,246,2024-09-12,Processing,PayPal,53280 Teresa Tunnel Apt. 408,Lake Cynthia,VI,91039,USA,5747.27
962,259,2024-12-14,Processing,Debit,540 Gina Fort Suite 137,Port Sarahland,NE,04674,USA,3917.49
963,760,2024-10-17,Completed,Credit Card,9438 Christopher Land Apt. 946,East Andrew,ID,69886,USA,9032.55
964,90,2024-07-28,Completed,PayPal,43668 Garcia Brooks,Lake Robertobury,MS,22035,USA,2409.57
965,605,2024-11-27,Completed,Credit Card,609 Russell Lodge,Port Michelletown,ID,42125,USA,2879.17
966,686,2024-03-28,Completed,PayPal,1317 Mcintyre Station,Spearston,OR,28084,USA,10663.67
967,660,2024-07-30,Completed,Credit Card,24117 Eric Lights Apt. 599,Lake Janice,NE,02452,USA,1461.78
968,180,2024-04-27,Completed,Credit Card,424 Adams Meadows Suite 380,New Nathanberg,MO,92897,USA,16806.01
969,880,2024-03-24,Completed,Credit Card,49195 Donald Center Apt. 289,Jacksonton,AK,11673,USA,1264.44
970,363,2024-12-01,Completed,Credit Card,6656 Ruiz Cliffs,Bakerland,MN,47589,USA,4212.14
971,16,2024-08-19,Completed,Credit Card,6518 Arnold Hollow Apt. 059,West Christopherburgh,LA,51406,USA,4235.46
972,678,2024-10-29,Completed,Credit Card,827 Sandra Dam Suite 426,Nixonfort,CT,62382,USA,4751.43
973,334,2023-09-21,Completed,Credit Card,39247 Margaret Forest,Tammyside,VA,06329,USA,3469.51
974,636,2024-06-02,Returned,Debit,139 Martin Coves Suite 986,Leefurt,WA,00677,USA,6991.42
975,523,2023-11-08,Completed,Credit Card,332 Mark Mountain Suite 857,Stevemouth,MT,63407,USA,4275.3
976,832,2023-12-08,Cancelled,Debit,37914 Tyler Key Suite 610,Nicholasmouth,AS,26192,USA,7568.9
977,46,2023-12-30,Completed,PayPal,77321 Petersen Circle Apt. 061,North Eric,CT,69293,USA,6010.66
978,827,2024-07-20,Completed,Debit,59746 Lewis Ferry,West Brendan,VT,30558,USA,1137.1
979,527,2024-12-29,Completed,PayPal,2181 Coleman Neck,West Scotthaven,ME,27755,USA,4112.38
980,246,2024-09-19,Completed,Credit Card,53280 Teresa Tunnel Apt. 408,Lake Cynthia,VI,91039,USA,2540.07
981,571,2024-08-17,Completed,Credit Card,1547 Fuller Grove Suite 629,Thompsonbury,DE,61564,USA,1032.71
982,798,2023-03-21,Processing,PayPal,1379 Martin Parkways,Cliffordborough,UT,61579,USA,1863.23
983,263,2024-04-04,Completed,PayPal,2890 Luke Square Suite 311,South Nathan,PA,85786,USA,2284.21
984,843,2024-05-12,Cancelled,Debit,392 Farmer Walks Apt. 664,Garymouth,MD,48908,USA,278.78
985,240,2024-02-21,Completed,Credit Card,147 Megan Ways,South Thomasside,NE,61705,USA,9738.619999999999
986,910,2024-04-12,Completed,Credit Card,10186 Cynthia Lodge,West Donnaville,LA,44549,USA,6289.14
987,854,2024-12-25,Completed,Debit,067 Luna Square Apt. 901,Luceroland,MP,66896,USA,1190.96
988,635,2024-07-19,Completed,Credit Card,5253 John Passage,South Christina,ME,62198,USA,9944.93
989,288,2024-12-09,Completed,PayPal,546 Shaffer Curve,Khanstad,AS,04367,USA,8992.82
990,204,2024-12-07,Completed,Debit,63959 Elizabeth Ferry Suite 092,Pearsonton,LA,93968,USA,4435.21
991,219,2024-07-29,Completed,Credit Card,93313 Jacqueline Stravenue,New Richardton,OK,50971,USA,1623.8000000000002
992,246,2024-09-08,Completed,PayPal,53280 Teresa Tunnel Apt. 408,Lake Cynthia,VI,91039,USA,9039.6
993,639,2024-11-15,Returned,Debit,1802 Nicholson Fall Suite 729,East Grantmouth,AS,52669,USA,748.26
994,258,2024-11-12,Completed,PayPal,83356 Evan Gateway Suite 329,Elainechester,NY,96287,USA,5090.73
995,522,2024-10-19,Completed,Credit Card,5142 Osborne Ways Suite 117,Bellton,MT,52977,USA,135.93
996,262,2024-11-26,Completed,Credit Card,1360 George Isle,Scottmouth,MH,96479,USA,7033.88
997,868,2024-01-12,Completed,PayPal,32396 Brown Lock,Patriciaview,CT,92529,USA,5117.26
998,913,2024-11-25,Completed,Credit Card,03858 Kelly Mountains,Carolchester,NC,34082,USA,7102.53
999,626,2024-01-26,Cancelled,Credit Card,0681 Dyer Green Suite 414,Powersfort,DE,65806,USA,1307.5700000000002
1000,865,2024-08-09,Completed,Credit Card,7500 Brown Drive Apt. 051,Reesefurt,NH,40806,USA,4749.860000000001
1001,702,2024-11-02,Completed,Credit Card,022 Bennett Ways Apt. 467,East Amy,PA,00624,USA,12925.880000000001
1002,477,2024-10-27,Processing,Debit,605 Freeman River Apt. 752,New Bradleyfort,WY,99407,USA,1505.5300000000002
1003,404,2024-09-06,Completed,Credit Card,1603 Hansen Street Apt. 615,Brownchester,LA,84934,USA,6341.030000000001
1004,295,2024-11-23,Completed,PayPal,8960 Murray Light,Brockton,MO,30571,USA,3840.13
1005,405,2023-12-27,Cancelled,PayPal,439 Walter Isle,South Cassandra,DE,33432,USA,11769.960000000001
1006,912,2024-11-25,Processing,Credit Card,8759 Carrie Plains Suite 672,New Timothyshire,DC,80041,USA,19471.8
1007,810,2024-10-16,Completed,Credit Card,54812 Debbie Pike,North Heatherstad,TX,17246,USA,6864.51
1008,329,2024-08-13,Completed,Credit Card,43395 Jesse Vista Suite 281,South Johntown,CT,64450,USA,3781.04
1009,178,2023-06-15,Completed,Credit Card,775 Arthur Ways,Kellyburgh,HI,26923,USA,259.26
1010,798,2023-05-01,Completed,Debit,1379 Martin Parkways,Cliffordborough,UT,61579,USA,8598.54
1011,858,2024-10-01,Completed,PayPal,13023 Lowery Trail,South Peterview,GA,48198,USA,12953.97
1012,756,2024-07-14,Completed,Credit Card,072 David Key,Lake Kennethshire,AS,70948,USA,103.97
1013,344,2023-09-08,Completed,Credit Card,94907 Smith Point Apt. 545,North Ashleytown,TX,43860,USA,2225.83
1014,642,2024-05-28,Completed,Debit,986 Rogers Spurs Suite 212,Beardfurt,AL,49299,USA,12570.55
1015,809,2023-10-11,Completed,Credit Card,695 Sarah Harbors Apt. 947,Port Kimberly,MO,51039,USA,1563.75
1016,797,2024-11-29,Completed,PayPal,110 Nicole Park Apt. 667,Lake Ray,PR,54324,USA,6264.66
1017,466,2024-12-13,Completed,Credit Card,94080 Jasmine Trace,North Jenniferfort,ND,47016,USA,3968.19
1018,477,2024-12-16,Completed,Credit Card,605 Freeman River Apt. 752,New Bradleyfort,WY,99407,USA,2295.04
1019,581,2024-11-13,Completed,Credit Card,986 Leah Fork,New Karinaville,VI,40501,USA,2890.22
1020,408,2024-08-01,Completed,Credit Card,6379 Hicks Trail Apt. 056,New Barbaraberg,NH,91040,USA,15980.02
1021,267,2024-08-31,Completed,Credit Card,28234 Smith Light Apt. 241,Lake Tylerberg,WV,55588,USA,4608.86
1022,836,2024-12-03,Returned,Credit Card,51986 Ross Squares Suite 507,Williamberg,DE,34869,USA,5246.110000000001
1023,180,2024-05-09,Completed,Debit,20016 Ryan Isle,North Jessechester,ME,25543,USA,2378.95
1024,464,2024-11-27,Completed,Credit Card,009 Gibson Walk,New Catherinemouth,MO,89691,USA,4338.1
1025,264,2024-02-08,Processing,Credit Card,1003 Stacy Circles Suite 544,Port Timothy,NV,19890,USA,6917.09
1026,931,2024-09-16,Returned,Credit Card,956 Kristin Walk,North Pamela,NV,05375,USA,7330.15
1027,464,2024-12-31,Completed,PayPal,009 Gibson Walk,New Catherinemouth,MO,89691,USA,11532.02
1028,806,2024-10-12,Completed,Credit Card,60343 Robert Ports,Rileymouth,TN,26779,USA,4275.18
1029,395,2024-04-26,Completed,Credit Card,8496 Holloway Camp Suite 502,Stephaniestad,VA,68250,USA,45.14
1030,62,2024-10-05,Cancelled,Credit Card,7925 Steven Springs,Robertstown,CT,28824,USA,1819.12
1031,945,2024-04-15,Completed,Credit Card,05044 Foster Manors,South Donaldhaven,MN,53216,USA,7916.32
1032,662,2024-12-06,Completed,Credit Card,5355 Elliott Vista,Port Kristinville,WA,93883,USA,3684.46
1033,27,2024-05-19,Completed,PayPal,738 Samuel Orchard,South Barbara,MN,09058,USA,5341.38
1034,5,2024-04-22,Completed,PayPal,0553 Angela Square,Reyesport,CO,03413,USA,12166.1
1035,936,2024-04-15,Completed,Debit,6237 Thornton Throughway Apt. 041,Juarezfurt,GU,99187,USA,1755.86
1036,470,2024-11-17,Completed,Debit,068 Thompson Springs Apt. 276,Zamorafort,PA,23652,USA,7330.91
1037,188,2024-11-08,Completed,Credit Card,3844 Miller Trace Apt. 410,Gilmorefort,MN,63368,USA,6357.88
1038,778,2024-06-15,Completed,Credit Card,134 Terri Cliffs Suite 908,Johnsonside,VT,01455,USA,2052.85
1039,767,2024-10-11,Completed,Credit Card,45200 Allen Ranch Suite 033,Millsbury,NC,65446,USA,5242.84
1040,464,2024-10-23,Completed,Credit Card,009 Gibson Walk,New Catherinemouth,MO,89691,USA,4767.25
1041,232,2024-05-22,Completed,Credit Card,64675 Mendoza Courts,East Megan,MO,00752,USA,6743.610000000001
1042,268,2024-05-20,Completed,Credit Card,79427 Jennifer Branch,Woodmouth,WY,44151,USA,13693.380000000001
1043,806,2024-10-10,Cancelled,Credit Card,580 Heather Islands Suite 013,North Mark,SC,78957,USA,3918.9399999999996
1044,958,2024-03-26,Completed,Credit Card,3066 Mitchell Pike Suite 893,West Chad,MO,77632,USA,4249.45
1045,281,2024-12-28,Completed,Credit Card,6944 Dunn Hills Apt. 481,Port Kenneth,KY,11451,USA,1691.71
1046,723,2024-11-14,Completed,PayPal,80204 Ford Curve,West Caroline,WI,20889,USA,2778.98
1047,606,2024-12-01,Completed,Credit Card,35595 Wells Drive,Aprilville,WY,10377,USA,8045.89
1048,87,2024-10-10,Cancelled,Credit Card,403 Haley Stravenue Apt. 876,New Ianside,WY,53422,USA,5406.960000000001
1049,776,2024-07-09,Processing,Credit Card,94724 Benson Forge,Patrickville,MS,21702,USA,51.68
1050,943,2023-10-24,Completed,Debit,58426 Sarah Key Apt. 763,Tinahaven,GA,55183,USA,6913.370000000001
